,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,start_year,start_month,start_hour,start_day,week_day
405,EWR,0,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N,2015,January,14,3,Saturday
406,Manhattan,2182,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N,2015,January,14,3,Saturday
407,Queens,267,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N,2015,January,14,3,Saturday
408,Staten Island,1,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N,2015,January,14,3,Saturday
409,Bronx,37,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N,2015,January,15,3,Saturday
410,Brooklyn,541,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N,2015,January,15,3,Saturday
411,EWR,0,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N,2015,January,15,3,Saturday
412,Manhattan,2303,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N,2015,January,15,3,Saturday
413,Queens,329,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N,2015,January,15,3,Saturday
414,Staten Island,0,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N,2015,January,15,3,Saturday
415,Unknown,1,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N,2015,January,15,3,Saturday
416,Bronx,32,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N,2015,January,16,3,Saturday
417,Brooklyn,589,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N,2015,January,16,3,Saturday
418,EWR,0,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N,2015,January,16,3,Saturday
419,Manhattan,2465,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N,2015,January,16,3,Saturday
420,Queens,352,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N,2015,January,16,3,Saturday
421,Staten Island,1,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N,2015,January,16,3,Saturday
422,Bronx,37,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N,2015,January,17,3,Saturday
423,Brooklyn,623,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N,2015,January,17,3,Saturday
424,EWR,0,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N,2015,January,17,3,Saturday
425,Manhattan,3375,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N,2015,January,17,3,Saturday
426,Queens,306,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N,2015,January,17,3,Saturday
427,Staten Island,2,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N,2015,January,17,3,Saturday
428,Unknown,1,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N,2015,January,17,3,Saturday
429,Bronx,40,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N,2015,January,18,3,Saturday
430,Brooklyn,795,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N,2015,January,18,3,Saturday
431,EWR,0,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N,2015,January,18,3,Saturday
432,Manhattan,3550,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N,2015,January,18,3,Saturday
433,Queens,414,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N,2015,January,18,3,Saturday
434,Staten Island,5,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N,2015,January,18,3,Saturday
435,Unknown,3,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N,2015,January,18,3,Saturday
436,Bronx,48,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N,2015,January,19,3,Saturday
437,Brooklyn,850,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N,2015,January,19,3,Saturday
438,EWR,0,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N,2015,January,19,3,Saturday
439,Manhattan,3979,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N,2015,January,19,3,Saturday
440,Queens,439,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N,2015,January,19,3,Saturday
441,Staten Island,4,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N,2015,January,19,3,Saturday
442,Unknown,2,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N,2015,January,19,3,Saturday
443,Bronx,66,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N,2015,January,20,3,Saturday
444,Brooklyn,850,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N,2015,January,20,3,Saturday
445,EWR,0,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N,2015,January,20,3,Saturday
446,Manhattan,3648,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N,2015,January,20,3,Saturday
447,Queens,355,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N,2015,January,20,3,Saturday
448,Staten Island,1,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N,2015,January,20,3,Saturday
449,Unknown,2,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N,2015,January,20,3,Saturday
450,Bronx,49,7.0,1.65,35.0,32.0,1031.0,0.06,0.3833333333333329,0.753,0.0,N,2015,January,21,3,Saturday
451,Brooklyn,747,7.0,1.65,35.0,32.0,1031.0,0.06,0.3833333333333329,0.753,0.0,N,2015,January,21,3,Saturday
452,EWR,0,7.0,1.65,35.0,32.0,1031.0,0.06,0.3833333333333329,0.753,0.0,N,2015,January,21,3,Saturday
453,Manhattan,2728,7.0,1.65,35.0,32.0,1031.0,0.06,0.3833333333333329,0.753,0.0,N,2015,January,21,3,Saturday
454,Queens,342,7.0,1.65,35.0,32.0,1031.0,0.06,0.3833333333333329,0.753,0.0,N,2015,January,21,3,Saturday
455,Staten Island,1,7.0,1.65,35.0,32.0,1031.0,0.06,0.3833333333333329,0.753,0.0,N,2015,January,21,3,Saturday
456,Unknown,2,7.0,1.65,35.0,32.0,1031.0,0.06,0.3833333333333329,0.753,0.0,N,2015,January,21,3,Saturday
457,Bronx,49,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N,2015,January,22,3,Saturday
458,Brooklyn,745,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N,2015,January,22,3,Saturday
459,EWR,0,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N,2015,January,22,3,Saturday
460,Manhattan,2692,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N,2015,January,22,3,Saturday
461,Queens,450,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N,2015,January,22,3,Saturday
462,Staten Island,1,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N,2015,January,22,3,Saturday
463,Unknown,1,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N,2015,January,22,3,Saturday
464,Bronx,39,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N,2015,January,23,3,Saturday
465,Brooklyn,744,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N,2015,January,23,3,Saturday
466,EWR,0,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N,2015,January,23,3,Saturday
467,Manhattan,2648,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N,2015,January,23,3,Saturday
468,Queens,449,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N,2015,January,23,3,Saturday
469,Staten Island,0,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N,2015,January,23,3,Saturday
470,Unknown,2,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N,2015,January,23,3,Saturday
471,Bronx,33,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N,2015,January,0,4,Sunday
472,Brooklyn,738,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N,2015,January,0,4,Sunday
473,EWR,0,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N,2015,January,0,4,Sunday
474,Manhattan,2696,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N,2015,January,0,4,Sunday
475,Queens,408,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N,2015,January,0,4,Sunday
476,Staten Island,0,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N,2015,January,0,4,Sunday
477,Unknown,2,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N,2015,January,0,4,Sunday
478,Bronx,35,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N,2015,January,1,4,Sunday
479,Brooklyn,656,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N,2015,January,1,4,Sunday
480,EWR,0,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N,2015,January,1,4,Sunday
481,Manhattan,1844,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N,2015,January,1,4,Sunday
482,Queens,282,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N,2015,January,1,4,Sunday
483,Staten Island,1,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N,2015,January,1,4,Sunday
484,Bronx,33,7.2,2.7,39.6,36.8,1023.8,0.0125,0.27916666666666695,0.7555,0.0,N,2015,January,2,4,Sunday
485,Brooklyn,438,7.2,2.7,39.6,36.8,1023.8,0.0125,0.27916666666666695,0.7555,0.0,N,2015,January,2,4,Sunday
486,EWR,0,7.2,2.7,39.6,36.8,1023.8,0.0125,0.27916666666666695,0.7555,0.0,N,2015,January,2,4,Sunday
487,Manhattan,1192,7.2,2.7,39.6,36.8,1023.8,0.0125,0.27916666666666695,0.7555,0.0,N,2015,January,2,4,Sunday
488,Queens,147,7.2,2.7,39.6,36.8,1023.8,0.0125,0.27916666666666695,0.7555,0.0,N,2015,January,2,4,Sunday
489,Staten Island,0,7.2,2.7,39.6,36.8,1023.8,0.0125,0.27916666666666695,0.7555,0.0,N,2015,January,2,4,Sunday
490,Bronx,32,7.33333333333333,3.0,40.3333333333333,37.6666666666667,1021.9,0.0433333333333333,0.3658333333333329,0.732166666666667,0.0,N,2015,January,3,4,Sunday
491,Brooklyn,321,7.33333333333333,3.0,40.3333333333333,37.6666666666667,1021.9,0.0433333333333333,0.3658333333333329,0.732166666666667,0.0,N,2015,January,3,4,Sunday
492,EWR,0,7.33333333333333,3.0,40.3333333333333,37.6666666666667,1021.9,0.0433333333333333,0.3658333333333329,0.732166666666667,0.0,N,2015,January,3,4,Sunday
493,Manhattan,825,7.33333333333333,3.0,40.3333333333333,37.6666666666667,1021.9,0.0433333333333333,0.3658333333333329,0.732166666666667,0.0,N,2015,January,3,4,Sunday
494,Queens,80,7.33333333333333,3.0,40.3333333333333,37.6666666666667,1021.9,0.0433333333333333,0.3658333333333329,0.732166666666667,0.0,N,2015,January,3,4,Sunday
495,Staten Island,0,7.33333333333333,3.0,40.3333333333333,37.6666666666667,1021.9,0.0433333333333333,0.3658333333333329,0.732166666666667,0.0,N,2015,January,3,4,Sunday
